Width,Electron density,Negative density,Positive density,O- density,O2- density,CO3- density,CO4- density,CO2+ density,O2+ density,O density,O2 density,O3 density,CO density,C density,CO2e1 density,CO2va density,CO2vb density,CO2vc density,CO2v1a density,CO2v1 density,CO2v2 density,CO2v3 density,CO2v4 density,CO2v5 density,CO2v6 density,CO2v7 density,CO2v8 density,temper,Electric field,Rise rate
0.356,0.20085,0.27445,0.26289,0.88909,0.08062,0.48944,0.23684,0.24811,1.478,0.5593,1.70972,1.12902,0.64014,0.29925,0.34031,1.46394,0.2748,1.035,1.65983,0.5703,0.67837,0.67156,0.57415,0.51539,0.38444,0.22457,0.97269,28.85739,0.02244,28
0.358,0.2017,0.27518,0.26356,0.89257,0.08084,0.48977,0.23535,0.24881,1.47504,0.5606,1.71409,1.12925,0.64161,0.29962,0.34148,1.46778,0.2754,1.0371,1.66204,0.57046,0.67926,0.67291,0.57563,0.51692,0.38583,0.22558,0.97806,28.85393,0.02234,28
0.36,0.20256,0.27593,0.26424,0.89608,0.08107,0.49013,0.23387,0.24952,1.47215,0.56189,1.7184,1.12948,0.64306,0.3,0.34265,1.4716,0.27602,1.03923,1.6643,0.57063,0.68017,0.67427,0.57711,0.51845,0.38723,0.22658,0.98342,28.85089,0.02223,28
0.362,0.20343,0.27671,0.26495,0.89963,0.0813,0.49054,0.2324,0.25025,1.46933,0.56316,1.72266,1.12971,0.64449,0.3004,0.34382,1.47541,0.27663,1.04139,1.66659,0.57083,0.68109,0.67563,0.5786,0.51998,0.38862,0.22758,0.98877,28.84828,0.02213,28
0.364,0.20432,0.2775,0.26568,0.90322,0.08153,0.49098,0.23096,0.25101,1.46659,0.5644,1.72685,1.12993,0.64589,0.30081,0.34499,1.47919,0.27726,1.0436,1.66893,0.57104,0.68203,0.67701,0.5801,0.52151,0.39001,0.22859,0.99412,28.84609,0.02202,28
0.366,0.20523,0.27832,0.26642,0.90684,0.08176,0.49146,0.22953,0.25178,1.46392,0.56562,1.731,1.13015,0.64726,0.30124,0.34615,1.48296,0.27789,1.04584,1.67132,0.57128,0.68299,0.6784,0.5816,0.52305,0.3914,0.22959,0.99945,28.84434,0.02191,28
0.368,0.20615,0.27915,0.26719,0.91049,0.082,0.49198,0.22813,0.25258,1.46134,0.56682,1.73508,1.13037,0.64861,0.30168,0.34731,1.48671,0.27852,1.04812,1.67375,0.57153,0.68397,0.67979,0.58311,0.52458,0.39279,0.23059,1.00478,28.84303,0.0218,28
0.37,0.20709,0.28001,0.26798,0.91419,0.08224,0.49254,0.22674,0.25339,1.45883,0.568,1.73911,1.13058,0.64994,0.30214,0.34847,1.49045,0.27917,1.05044,1.67622,0.5718,0.68496,0.6812,0.58462,0.52612,0.39418,0.23158,1.0101,28.84216,0.0217,28
0.372,0.20804,0.28089,0.26879,0.91792,0.08248,0.49313,0.22537,0.25423,1.45641,0.56916,1.74308,1.13079,0.65124,0.30261,0.34963,1.49416,0.27981,1.0528,1.67873,0.5721,0.68596,0.68262,0.58613,0.52766,0.39557,0.23258,1.01541,28.84174,0.02159,28
0.374,0.209,0.28179,0.26963,0.92169,0.08273,0.49376,0.22403,0.25509,1.45408,0.57029,1.74699,1.13099,0.65252,0.30309,0.35079,1.49786,0.28047,1.0552,1.68129,0.57241,0.68699,0.68405,0.58765,0.5292,0.39695,0.23357,1.02071,28.84178,0.02148,28
0.376,0.20999,0.28271,0.27049,0.9255,0.08298,0.49443,0.2227,0.25597,1.45183,0.57141,1.75085,1.13119,0.65377,0.30359,0.35195,1.50153,0.28113,1.05763,1.68389,0.57274,0.68803,0.68548,0.58918,0.53074,0.39834,0.23457,1.026,28.84229,0.02136,28
0.378,0.21099,0.28365,0.27137,0.92935,0.08323,0.49513,0.2214,0.25687,1.44967,0.5725,1.75465,1.13139,0.655,0.30411,0.3531,1.50519,0.28179,1.06011,1.68653,0.57309,0.68909,0.68693,0.59071,0.53228,0.39972,0.23556,1.03128,28.84326,0.02125,28
0.38,0.212,0.28462,0.27227,0.93323,0.08348,0.49587,0.22011,0.25779,1.4476,0.57357,1.75839,1.13158,0.6562,0.30464,0.35425,1.50884,0.28247,1.06262,1.68922,0.57346,0.69016,0.68839,0.59225,0.53383,0.40111,0.23655,1.03655,28.8447,0.02114,28
0.382,0.21304,0.28561,0.27319,0.93716,0.08374,0.49664,0.21885,0.25874,1.44562,0.57462,1.76207,1.13177,0.65738,0.30518,0.3554,1.51246,0.28315,1.06517,1.69195,0.57385,0.69125,0.68986,0.59379,0.53538,0.40249,0.23754,1.04181,28.84663,0.02103,28
0.384,0.21409,0.28662,0.27414,0.94112,0.084,0.49745,0.21762,0.25971,1.44374,0.57565,1.7657,1.13196,0.65854,0.30574,0.35655,1.51607,0.28383,1.06776,1.69472,0.57425,0.69236,0.69134,0.59534,0.53693,0.40387,0.23852,1.04705,28.84904,0.02091,28
0.386,0.21515,0.28765,0.27512,0.94513,0.08426,0.49829,0.2164,0.2607,1.44194,0.57665,1.76927,1.13214,0.65967,0.30632,0.35769,1.51965,0.28452,1.07039,1.69754,0.57468,0.69348,0.69283,0.59689,0.53848,0.40526,0.23951,1.05229,28.85194,0.0208,28
0.388,0.21624,0.28871,0.27611,0.94918,0.08453,0.49916,0.21521,0.26171,1.44025,0.57764,1.77279,1.13232,0.66078,0.30691,0.35884,1.52322,0.28522,1.07306,1.7004,0.57512,0.69462,0.69433,0.59845,0.54003,0.40664,0.24049,1.05751,28.85534,0.02068,28
0.39,0.21734,0.28979,0.27713,0.95327,0.0848,0.50006,0.21404,0.26275,1.43864,0.5786,1.77625,1.1325,0.66186,0.30751,0.35998,1.52678,0.28592,1.07577,1.70331,0.57558,0.69578,0.69584,0.60001,0.54159,0.40802,0.24147,1.06271,28.85925,0.02056,28
0.392,0.21846,0.2909,0.27818,0.9574,0.08507,0.501,0.2129,0.26381,1.43714,0.57954,1.77965,1.13267,0.66292,0.30813,0.36112,1.53031,0.28663,1.07852,1.70626,0.57606,0.69695,0.69736,0.60158,0.54314,0.4094,0.24245,1.06791,28.86366,0.02045,28
0.394,0.2196,0.29203,0.27925,0.96157,0.08534,0.50197,0.21179,0.2649,1.43572,0.58046,1.78299,1.13284,0.66396,0.30877,0.36226,1.53383,0.28734,1.08131,1.70925,0.57656,0.69814,0.69889,0.60316,0.5447,0.41077,0.24342,1.07308,28.8686,0.02033,28
0.396,0.22076,0.29318,0.28035,0.96579,0.08561,0.50297,0.21069,0.26601,1.43441,0.58135,1.78628,1.133,0.66497,0.30942,0.36339,1.53732,0.28806,1.08413,1.71229,0.57708,0.69934,0.70043,0.60474,0.54627,0.41215,0.2444,1.07825,28.87405,0.02021,28
0.398,0.22194,0.29436,0.28147,0.97004,0.08589,0.504,0.20963,0.26714,1.43319,0.58223,1.78951,1.13317,0.66595,0.31009,0.36453,1.5408,0.28879,1.087,1.71537,0.57761,0.70057,0.70198,0.60633,0.54783,0.41353,0.24537,1.0834,28.88004,0.02009,28
0.4,0.22314,0.29556,0.28262,0.97435,0.08617,0.50506,0.20859,0.2683,1.43207,0.58308,1.79268,1.13332,0.66692,0.31077,0.36566,1.54426,0.28952,1.08991,1.71849,0.57816,0.7018,0.70354,0.60792,0.5494,0.4149,0.24634,1.08853,28.88656,0.01997,28
0.402,0.22436,0.2968,0.2838,0.97869,0.08645,0.50614,0.20758,0.26949,1.43105,0.58392,1.79579,1.13348,0.66785,0.31147,0.36679,1.5477,0.29026,1.09286,1.72165,0.57873,0.70306,0.70512,0.60952,0.55096,0.41627,0.2473,1.09364,28.89362,0.01985,28
0.404,0.2256,0.29805,0.285,0.98308,0.08673,0.50726,0.2066,0.2707,1.43012,0.58473,1.79885,1.13363,0.66877,0.31218,0.36791,1.55113,0.29101,1.09585,1.72486,0.57932,0.70433,0.7067,0.61112,0.55253,0.41765,0.24827,1.09874,28.90123,0.01973,28
0.406,0.22685,0.29933,0.28623,0.98752,0.08701,0.5084,0.20565,0.27194,1.4293,0.58552,1.80185,1.13378,0.66966,0.31291,0.36904,1.55453,0.29176,1.09888,1.72812,0.57992,0.70562,0.7083,0.61273,0.55411,0.41902,0.24923,1.10382,28.9094,0.01961,28
0.408,0.22813,0.30064,0.28749,0.992,0.08729,0.50956,0.20473,0.2732,1.42856,0.58629,1.80479,1.13392,0.67052,0.31366,0.37016,1.55792,0.29252,1.10195,1.73141,0.58055,0.70692,0.7099,0.61435,0.55568,0.42039,0.25019,1.10888,28.91813,0.01949,28
0.41,0.22943,0.30198,0.28877,0.99653,0.08758,0.51076,0.20383,0.27449,1.42793,0.58703,1.80768,1.13406,0.67136,0.31442,0.37128,1.56128,0.29328,1.10506,1.73475,0.58119,0.70824,0.71152,0.61597,0.55726,0.42176,0.25115,1.11393,28.92742,0.01936,28
0.412,0.23076,0.30334,0.29009,1.0011,0.08786,0.51197,0.20297,0.27581,1.42739,0.58776,1.81051,1.1342,0.67218,0.31519,0.37239,1.56463,0.29405,1.10821,1.73813,0.58185,0.70958,0.71314,0.6176,0.55883,0.42312,0.2521,1.11895,28.9373,0.01924,28
0.414,0.2321,0.30473,0.29143,1.00572,0.08815,0.51321,0.20214,0.27716,1.42695,0.58846,1.81328,1.13434,0.67297,0.31598,0.3735,1.56796,0.29483,1.1114,1.74156,0.58252,0.71093,0.71478,0.61923,0.56041,0.42449,0.25306,1.12396,28.94775,0.01912,28
0.416,0.23347,0.30615,0.2928,1.01039,0.08843,0.51447,0.20133,0.27853,1.42661,0.58914,1.81599,1.13447,0.67374,0.31679,0.37461,1.57126,0.29561,1.11464,1.74502,0.58322,0.7123,0.71642,0.62087,0.56199,0.42585,0.25401,1.12894,28.95879,0.01899,28
0.418,0.23486,0.30759,0.2942,1.0151,0.08872,0.51576,0.20056,0.27994,1.42636,0.5898,1.81864,1.1346,0.67449,0.31761,0.37572,1.57455,0.2964,1.11791,1.74854,0.58393,0.71368,0.71808,0.62251,0.56358,0.42721,0.25495,1.1339,28.97043,0.01887,28
0.42,0.23627,0.30907,0.29563,1.01986,0.08901,0.51706,0.19983,0.28137,1.4262,0.59044,1.82123,1.13472,0.67521,0.31845,0.37682,1.57782,0.29719,1.12123,1.75209,0.58465,0.71508,0.71975,0.62416,0.56516,0.42857,0.2559,1.13884,28.98267,0.01874,28
0.422,0.2377,0.31057,0.29709,1.02467,0.08929,0.51839,0.19912,0.28283,1.42614,0.59106,1.82377,1.13484,0.6759,0.31931,0.37792,1.58107,0.29799,1.12458,1.75568,0.5854,0.7165,0.72143,0.62581,0.56675,0.42993,0.25684,1.14375,28.99552,0.01861,28
0.424,0.23916,0.3121,0.29858,1.02953,0.08958,0.51973,0.19845,0.28431,1.42618,0.59165,1.82625,1.13496,0.67658,0.32018,0.37902,1.5843,0.2988,1.12798,1.75932,0.58616,0.71793,0.72311,0.62747,0.56833,0.43129,0.25777,1.14865,29.00899,0.01849,28
0.426,0.24064,0.31366,0.3001,1.03444,0.08987,0.5211,0.19781,0.28583,1.4263,0.59223,1.82867,1.13507,0.67723,0.32106,0.38011,1.58751,0.29961,1.13142,1.763,0.58694,0.71937,0.72481,0.62913,0.56992,0.43264,0.25871,1.15351,29.02308,0.01836,28
0.428,0.24215,0.31525,0.30165,1.03939,0.09015,0.52248,0.19721,0.28738,1.42652,0.59278,1.83103,1.13518,0.67785,0.32196,0.3812,1.59069,0.30043,1.13491,1.76672,0.58773,0.72084,0.72652,0.6308,0.57151,0.434,0.25964,1.15836,29.0378,0.01823,28
0.43,0.24368,0.31687,0.30323,1.0444,0.09044,0.52388,0.19664,0.28896,1.42683,0.59331,1.83333,1.13529,0.67845,0.32288,0.38229,1.59386,0.30126,1.13843,1.77049,0.58855,0.72232,0.72824,0.63248,0.5731,0.43535,0.26056,1.16317,29.05316,0.0181,28
0.432,0.24524,0.31852,0.30484,1.04946,0.09072,0.52529,0.1961,0.29057,1.42723,0.59382,1.83557,1.13539,0.67903,0.32381,0.38337,1.59701,0.30209,1.142,1.77429,0.58938,0.72381,0.72996,0.63416,0.57469,0.43669,0.26149,1.16797,29.06916,0.01798,28
0.434,0.24683,0.3202,0.30649,1.05456,0.09101,0.52673,0.1956,0.29221,1.42772,0.59431,1.83775,1.13549,0.67958,0.32476,0.38445,1.60013,0.30292,1.14561,1.77814,0.59022,0.72532,0.7317,0.63584,0.57629,0.43804,0.26241,1.17273,29.08581,0.01785,28
0.436,0.24843,0.32192,0.30817,1.05972,0.09129,0.52817,0.19514,0.29388,1.4283,0.59478,1.83987,1.13559,0.68011,0.32572,0.38552,1.60323,0.30377,1.14926,1.78203,0.59109,0.72684,0.73345,0.63753,0.57788,0.43938,0.26332,1.17747,29.10313,0.01772,28
0.438,0.25007,0.32366,0.30988,1.06493,0.09157,0.52963,0.19471,0.29559,1.42897,0.59522,1.84193,1.13568,0.68061,0.3267,0.38659,1.60631,0.30462,1.15295,1.78596,0.59196,0.72838,0.73521,0.63922,0.57947,0.44072,0.26423,1.18217,29.12111,0.01759,28
0.44,0.25173,0.32544,0.31162,1.0702,0.09185,0.53111,0.19432,0.29732,1.42972,0.59564,1.84393,1.13577,0.68109,0.32769,0.38766,1.60937,0.30547,1.15669,1.78993,0.59286,0.72994,0.73697,0.64092,0.58107,0.44206,0.26514,1.18685,29.13976,0.01746,28
0.442,0.25342,0.32725,0.3134,1.07551,0.09213,0.53259,0.19397,0.29909,1.43056,0.59605,1.84587,1.13585,0.68154,0.3287,0.38872,1.61241,0.30633,1.16047,1.79394,0.59377,0.73151,0.73875,0.64262,0.58267,0.44339,0.26604,1.1915,29.15909,0.01733,28
0.444,0.25514,0.32909,0.31521,1.08088,0.0924,0.53409,0.19365,0.3009,1.43148,0.59643,1.84775,1.13593,0.68197,0.32972,0.38978,1.61542,0.3072,1.16429,1.798,0.5947,0.7331,0.74053,0.64433,0.58426,0.44473,0.26694,1.19611,29.17912,0.01719,28
0.446,0.25689,0.33096,0.31706,1.0863,0.09268,0.5356,0.19337,0.30273,1.43248,0.59679,1.84957,1.13601,0.68238,0.33076,0.39083,1.61841,0.30807,1.16816,1.80209,0.59565,0.7347,0.74233,0.64604,0.58586,0.44605,0.26784,1.2007,29.19983,0.01706,28
0.448,0.25866,0.33287,0.31894,1.09177,0.09295,0.53712,0.19312,0.30461,1.43357,0.59712,1.85133,1.13608,0.68276,0.33182,0.39187,1.62138,0.30895,1.17206,1.80623,0.59661,0.73631,0.74413,0.64776,0.58746,0.44738,0.26873,1.20525,29.22126,0.01693,28
0.45,0.26047,0.33481,0.32086,1.0973,0.09322,0.53865,0.19292,0.30651,1.43473,0.59744,1.85303,1.13615,0.68312,0.33289,0.39292,1.62432,0.30983,1.17601,1.8104,0.59759,0.73794,0.74595,0.64948,0.58905,0.4487,0.26961,1.20977,29.24339,0.0168,28
0.452,0.2623,0.33679,0.32281,1.10288,0.09349,0.54019,0.19275,0.30845,1.43598,0.59774,1.85466,1.13622,0.68346,0.33397,0.39395,1.62724,0.31072,1.18001,1.81462,0.59858,0.73959,0.74777,0.6512,0.59065,0.45002,0.27049,1.21425,29.26624,0.01667,28
0.454,0.26416,0.3388,0.3248,1.10851,0.09376,0.54174,0.19262,0.31043,1.4373,0.59801,1.85623,1.13628,0.68377,0.33507,0.39498,1.63014,0.31162,1.18405,1.81887,0.59959,0.74125,0.7496,0.65293,0.59224,0.45133,0.27137,1.2187,29.28982,0.01653,28
0.456,0.26606,0.34085,0.32683,1.1142,0.09402,0.5433,0.19253,0.31244,1.4387,0.59826,1.85774,1.13634,0.68405,0.33618,0.39601,1.63301,0.31252,1.18813,1.82317,0.60062,0.74292,0.75144,0.65466,0.59384,0.45264,0.27224,1.22311,29.31413,0.0164,28
0.458,0.26798,0.34293,0.32889,1.11994,0.09428,0.54486,0.19247,0.31449,1.44017,0.59849,1.85919,1.1364,0.68432,0.33731,0.39703,1.63585,0.31342,1.19225,1.8275,0.60167,0.74461,0.75328,0.65639,0.59544,0.45395,0.27311,1.22749,29.33919,0.01627,28
0.46,0.26994,0.34505,0.33099,1.12574,0.09454,0.54643,0.19246,0.31657,1.44171,0.5987,1.86057,1.13645,0.68455,0.33845,0.39804,1.63867,0.31434,1.19642,1.83188,0.60272,0.74632,0.75514,0.65813,0.59703,0.45525,0.27397,1.23183,29.365,0.01613,28
0.462,0.27193,0.3472,0.33313,1.1316,0.09479,0.548,0.19248,0.31869,1.44333,0.59889,1.86189,1.1365,0.68477,0.33961,0.39905,1.64147,0.31525,1.20063,1.83629,0.6038,0.74803,0.757,0.65987,0.59862,0.45654,0.27482,1.23613,29.39156,0.016,28
0.464,0.27395,0.34939,0.3353,1.13751,0.09504,0.54959,0.19254,0.32085,1.44501,0.59905,1.86315,1.13654,0.68496,0.34078,0.40005,1.64424,0.31618,1.20488,1.84074,0.60489,0.74976,0.75888,0.66162,0.60022,0.45784,0.27567,1.24039,29.41889,0.01587,28
0.466,0.276,0.35162,0.33752,1.14348,0.09529,0.55117,0.19264,0.32305,1.44676,0.5992,1.86434,1.13658,0.68512,0.34197,0.40105,1.64698,0.31711,1.20918,1.84523,0.606,0.75151,0.76076,0.66336,0.60181,0.45912,0.27652,1.2446,29.44699,0.01573,28
0.468,0.27809,0.35389,0.33977,1.1495,0.09553,0.55276,0.19278,0.32529,1.44858,0.59932,1.86547,1.13662,0.68526,0.34317,0.40204,1.6497,0.31804,1.21353,1.84976,0.60712,0.75327,0.76264,0.66511,0.6034,0.46041,0.27735,1.24878,29.47587,0.0156,28
0.47,0.28021,0.3562,0.34207,1.15558,0.09578,0.55436,0.19296,0.32756,1.45046,0.59942,1.86653,1.13665,0.68538,0.34438,0.40302,1.65238,0.31898,1.21791,1.85433,0.60826,0.75504,0.76454,0.66686,0.60498,0.46168,0.27819,1.25292,29.50555,0.01547,28
0.472,0.28237,0.35854,0.3444,1.16172,0.09601,0.55596,0.19317,0.32988,1.45241,0.5995,1.86753,1.13668,0.68547,0.34561,0.40399,1.65504,0.31993,1.22234,1.85893,0.60942,0.75683,0.76644,0.66862,0.60657,0.46296,0.27901,1.25701,29.53602,0.01533,28
0.474,0.28456,0.36093,0.34678,1.16792,0.09624,0.55756,0.19343,0.33224,1.45442,0.59956,1.86846,1.13671,0.68554,0.34685,0.40496,1.65767,0.32088,1.22682,1.86357,0.61059,0.75863,0.76835,0.67037,0.60815,0.46422,0.27983,1.26105,29.5673,0.0152,28
0.476,0.28679,0.36335,0.3492,1.17417,0.09647,0.55916,0.19372,0.33463,1.45648,0.5996,1.86933,1.13673,0.68558,0.3481,0.40592,1.66028,0.32183,1.23133,1.86825,0.61177,0.76044,0.77027,0.67213,0.60974,0.46548,0.28064,1.26505,29.59939,0.01506,28
0.478,0.28906,0.36582,0.35166,1.18048,0.0967,0.56077,0.19405,0.33707,1.4586,0.59962,1.87012,1.13674,0.6856,0.34937,0.40687,1.66285,0.32279,1.2359,1.87296,0.61297,0.76227,0.77219,0.67389,0.61131,0.46674,0.28145,1.26901,29.63231,0.01493,28
0.48,0.29136,0.36832,0.35416,1.18685,0.09692,0.56238,0.19442,0.33955,1.46078,0.59961,1.87086,1.13675,0.6856,0.35065,0.40782,1.6654,0.32376,1.2405,1.87771,0.61419,0.76411,0.77412,0.67565,0.61289,0.46799,0.28225,1.27292,29.66606,0.01479,28
0.482,0.2937,0.37087,0.35671,1.19328,0.09713,0.56399,0.19483,0.34208,1.46301,0.59958,1.87152,1.13676,0.68557,0.35195,0.40875,1.66791,0.32473,1.24515,1.8825,0.61542,0.76596,0.77606,0.67741,0.61446,0.46923,0.28304,1.27678,29.70064,0.01466,28
0.484,0.29608,0.37346,0.3593,1.19977,0.09735,0.56559,0.19528,0.34464,1.4653,0.59954,1.87212,1.13677,0.68552,0.35325,0.40968,1.67039,0.32571,1.24985,1.88732,0.61667,0.76782,0.778,0.67917,0.61603,0.47046,0.28383,1.28058,29.73608,0.01452,28
0.486,0.29849,0.37609,0.36193,1.20632,0.09755,0.5672,0.19576,0.34725,1.46763,0.59947,1.87265,1.13677,0.68544,0.35457,0.4106,1.67285,0.32669,1.25458,1.89218,0.61794,0.7697,0.77995,0.68093,0.6176,0.47169,0.2846,1.28434,29.77237,0.01439,28
0.488,0.30095,0.37877,0.36461,1.21292,0.09775,0.56881,0.19629,0.34991,1.47001,0.59938,1.87311,1.13676,0.68534,0.35591,0.41151,1.67527,0.32767,1.25937,1.89707,0.61921,0.77159,0.78191,0.6827,0.61916,0.47291,0.28537,1.28805,29.80953,0.01426,28
0.49,0.30344,0.38149,0.36733,1.21959,0.09795,0.57042,0.19685,0.35261,1.47244,0.59926,1.8735,1.13675,0.68521,0.35725,0.41242,1.67766,0.32866,1.26419,1.902,0.62051,0.77349,0.78387,0.68446,0.62072,0.47413,0.28613,1.29171,29.84757,0.01412,28
0.492,0.30598,0.38425,0.3701,1.22631,0.09814,0.57203,0.19745,0.35535,1.4749,0.59913,1.87382,1.13674,0.68506,0.35861,0.41331,1.68001,0.32966,1.26906,1.90696,0.62182,0.77541,0.78583,0.68622,0.62227,0.47533,0.28689,1.29531,29.88649,0.01399,28
0.494,0.30856,0.38706,0.37292,1.23309,0.09833,0.57363,0.19808,0.35814,1.47741,0.59897,1.87408,1.13673,0.68489,0.35998,0.41419,1.68234,0.33066,1.27398,1.91196,0.62314,0.77733,0.7878,0.68798,0.62382,0.47653,0.28763,1.29885,29.9263,0.01385,28
0.496,0.31118,0.38992,0.37578,1.23994,0.09851,0.57523,0.19876,0.36098,1.47996,0.5988,1.87426,1.1367,0.68469,0.36136,0.41507,1.68463,0.33166,1.27894,1.91698,0.62448,0.77927,0.78977,0.68975,0.62537,0.47772,0.28837,1.30234,29.96701,0.01372,28
0.498,0.31384,0.39282,0.37869,1.24684,0.09869,0.57683,0.19947,0.36386,1.48255,0.5986,1.87437,1.13668,0.68446,0.36275,0.41593,1.68688,0.33267,1.28394,1.92204,0.62584,0.78122,0.79175,0.69151,0.62691,0.4789,0.2891,1.30578,30.00863,0.01358,28
0.5,0.31655,0.39577,0.38165,1.25381,0.09886,0.57843,0.20022,0.3668,1.48517,0.59838,1.87441,1.13665,0.68421,0.36416,0.41678,1.6891,0.33369,1.28899,1.92714,0.62721,0.78318,0.79374,0.69326,0.62844,0.48008,0.28982,1.30915,30.05117,0.01345,28
0.502,0.3193,0.39876,0.38466,1.26083,0.09902,0.58003,0.20101,0.36978,1.48783,0.59814,1.87438,1.13661,0.68394,0.36557,0.41763,1.69128,0.33471,1.29408,1.93226,0.62859,0.78515,0.79572,0.69502,0.62997,0.48124,0.29053,1.31247,30.09464,0.01332,28
0.504,0.3221,0.40181,0.38772,1.26792,0.09918,0.58162,0.20183,0.37281,1.49051,0.59788,1.87427,1.13657,0.68364,0.367,0.41846,1.69343,0.33573,1.29922,1.93741,0.62999,0.78713,0.79771,0.69678,0.63149,0.48239,0.29124,1.31572,30.13905,0.01318,28
0.506,0.32494,0.4049,0.39082,1.27506,0.09934,0.5832,0.20269,0.37589,1.49323,0.5976,1.8741,1.13653,0.68332,0.36844,0.41928,1.69554,0.33675,1.3044,1.9426,0.63141,0.78913,0.79971,0.69853,0.63301,0.48354,0.29193,1.31892,30.18441,0.01305,28
0.508,0.32783,0.40805,0.39398,1.28227,0.09948,0.58478,0.20359,0.37902,1.49596,0.59729,1.87385,1.13648,0.68298,0.36988,0.42009,1.69761,0.33778,1.30962,1.94782,0.63284,0.79113,0.8017,0.70028,0.63451,0.48468,0.29261,1.32205,30.23072,0.01292,28
0.51,0.33076,0.41124,0.3972,1.28954,0.09963,0.58636,0.20452,0.38221,1.49873,0.59696,1.87352,1.13643,0.68261,0.37134,0.42089,1.69965,0.33882,1.31489,1.95306,0.63428,0.79314,0.8037,0.70203,0.63602,0.4858,0.29329,1.32512,30.278,0.01278,28
0.512,0.33375,0.41449,0.40046,1.29686,0.09976,0.58793,0.20549,0.38544,1.50151,0.59662,1.87312,1.13637,0.68221,0.37281,0.42167,1.70164,0.33985,1.32019,1.95833,0.63574,0.79517,0.8057,0.70377,0.63751,0.48692,0.29395,1.32812,30.32625,0.01265,28
0.514,0.33678,0.41779,0.40378,1.30425,0.09989,0.58949,0.2065,0.38873,1.50431,0.59625,1.87265,1.13631,0.68179,0.37429,0.42245,1.7036,0.3409,1.32555,1.96364,0.63721,0.7972,0.80771,0.70551,0.639,0.48802,0.2946,1.33106,30.37549,0.01252,28
0.516,0.33986,0.42114,0.40715,1.3117,0.10001,0.59105,0.20755,0.39208,1.50713,0.59586,1.8721,1.13624,0.68135,0.37578,0.42321,1.70552,0.34194,1.33094,1.96896,0.6387,0.79924,0.80971,0.70725,0.64047,0.48911,0.29525,1.33393,30.42573,0.01238,28
0.518,0.343,0.42454,0.41057,1.31921,0.10013,0.5926,0.20863,0.39547,1.50997,0.59545,1.87148,1.13617,0.68088,0.37727,0.42396,1.70739,0.34299,1.33638,1.97432,0.6402,0.80129,0.81172,0.70898,0.64194,0.49019,0.29588,1.33673,30.47697,0.01225,28
0.52,0.34618,0.428,0.41406,1.32678,0.10024,0.59414,0.20974,0.39893,1.51281,0.59501,1.87078,1.1361,0.68038,0.37878,0.42469,1.70923,0.34404,1.34186,1.9797,0.64172,0.80336,0.81372,0.71071,0.6434,0.49126,0.2965,1.33947,30.52922,0.01212,28
0.522,0.34942,0.43151,0.41759,1.33441,0.10034,0.59567,0.21089,0.40244,1.51567,0.59456,1.87,1.13602,0.67987,0.38029,0.42542,1.71102,0.3451,1.34739,1.98511,0.64325,0.80542,0.81573,0.71243,0.64485,0.49232,0.29711,1.34213,30.5825,0.01199,28
0.524,0.35271,0.43508,0.42119,1.3421,0.10043,0.5972,0.21208,0.406,1.51853,0.59408,1.86914,1.13593,0.67932,0.38181,0.42613,1.71276,0.34615,1.35295,1.99054,0.64479,0.8075,0.81774,0.71415,0.6463,0.49337,0.29771,1.34472,30.63682,0.01186,28
0.526,0.35606,0.43871,0.42484,1.34985,0.10052,0.59871,0.21331,0.40963,1.5214,0.59359,1.86821,1.13584,0.67876,0.38334,0.42682,1.71447,0.34721,1.35856,1.996,0.64635,0.80959,0.81974,0.71586,0.64773,0.4944,0.2983,1.34723,30.69218,0.01173,28
0.528,0.35945,0.44239,0.42855,1.35766,0.1006,0.60022,0.21457,0.41331,1.52426,0.59307,1.8672,1.13574,0.67816,0.38488,0.4275,1.71612,0.34828,1.36421,2.00148,0.64792,0.81168,0.82175,0.71756,0.64915,0.49542,0.29888,1.34968,30.7486,0.0116,28
0.53,0.36291,0.44613,0.43233,1.36553,0.10067,0.60171,0.21587,0.41705,1.52713,0.59253,1.86611,1.13564,0.67755,0.38643,0.42817,1.71774,0.34934,1.36991,2.00698,0.64951,0.81378,0.82375,0.71926,0.65056,0.49642,0.29944,1.35204,30.80608,0.01147,28
0.532,0.36642,0.44994,0.43616,1.37346,0.10074,0.60319,0.2172,0.42086,1.52999,0.59197,1.86493,1.13554,0.67691,0.38798,0.42882,1.7193,0.35041,1.37564,2.0125,0.65111,0.81589,0.82575,0.72095,0.65195,0.49742,0.29999,1.35433,30.86463,0.01134,28
0.534,0.36999,0.4538,0.44005,1.38145,0.10079,0.60465,0.21857,0.42472,1.53285,0.59139,1.86368,1.13543,0.67624,0.38954,0.42945,1.72082,0.35148,1.38141,2.01804,0.65272,0.818,0.82775,0.72263,0.65334,0.49839,0.30053,1.35654,30.92428,0.01121,28
0.536,0.37362,0.45772,0.44401,1.3895,0.10084,0.60611,0.21998,0.42865,1.5357,0.59078,1.86235,1.13531,0.67555,0.39111,0.43007,1.72229,0.35256,1.38723,2.0236,0.65435,0.82012,0.82975,0.7243,0.65471,0.49936,0.30106,1.35868,30.98501,0.01108,28
